,Id,Prediction
849,r9095_c134,5
850,r9157_c134,5
851,r9171_c134,5
852,r9314_c134,5
853,r9792_c134,5
854,r9799_c134,5
855,r9930_c134,5
856,r9970_c134,5
857,r401_c148,5
858,r410_c148,3
859,r485_c148,5
860,r515_c148,4
861,r595_c148,5
862,r720_c148,3
863,r1435_c148,4
864,r1456_c148,5
865,r1895_c148,5
866,r2134_c148,5
867,r2144_c148,5
868,r2178_c148,5
869,r2340_c148,5
870,r2526_c148,5
871,r2890_c148,3
872,r3069_c148,5
873,r3130_c148,5
874,r3489_c148,5
875,r3811_c148,5
876,r3915_c148,5
877,r3952_c148,5
878,r4027_c148,5
879,r4876_c148,5
880,r4898_c148,5
881,r4995_c148,5
882,r5013_c148,5
883,r5348_c148,5
884,r5400_c148,5
885,r5512_c148,5
886,r5559_c148,5
887,r5566_c148,5
888,r5677_c148,5
889,r5768_c148,3
890,r5938_c148,5
891,r5995_c148,5
892,r6096_c148,5
893,r6789_c148,5
894,r7239_c148,5
895,r7254_c148,5
896,r7846_c148,4
897,r7912_c148,5
898,r7983_c148,5
899,r8359_c148,5
900,r8480_c148,5
901,r8991_c148,5
902,r9093_c148,5
903,r9095_c148,4
904,r9138_c148,5
905,r9691_c148,5
906,r9792_c148,5
907,r9799_c148,4
908,r9916_c148,5
909,r9930_c148,5
910,r9939_c148,5
911,r9970_c148,5
912,r81_c156,5
913,r401_c156,5
914,r485_c156,5
915,r563_c156,5
916,r720_c156,5
917,r727_c156,5
918,r763_c156,5
919,r1435_c156,4
920,r1525_c156,5
921,r2134_c156,5
922,r2144_c156,5
923,r2178_c156,5
924,r2526_c156,5
925,r2890_c156,5
926,r3069_c156,5
927,r3130_c156,3
928,r3288_c156,5
929,r3489_c156,5
930,r3645_c156,5
931,r3915_c156,5
932,r4195_c156,5
933,r4280_c156,5
934,r4863_c156,4
935,r4876_c156,5
936,r4898_c156,5
937,r4995_c156,5
938,r5013_c156,5
939,r5319_c156,5
940,r5348_c156,5
941,r5512_c156,5
942,r5559_c156,5
943,r5566_c156,5
944,r5677_c156,1
945,r5768_c156,5
946,r5874_c156,2
947,r5889_c156,5
948,r5902_c156,5
949,r6096_c156,5
950,r6915_c156,5
951,r7254_c156,5
952,r7261_c156,5
953,r7319_c156,5
954,r7335_c156,5
955,r7420_c156,5
956,r7608_c156,5
957,r7846_c156,5
958,r7983_c156,5
959,r8288_c156,5
960,r8480_c156,5
961,r8575_c156,5
962,r9093_c156,5
963,r9095_c156,4
964,r9138_c156,5
965,r9157_c156,5
966,r9171_c156,5
967,r9177_c156,5
968,r9304_c156,5
969,r9414_c156,5
970,r9691_c156,5
971,r9792_c156,3
972,r9799_c156,5
973,r9916_c156,5
974,r9930_c156,5
975,r9939_c156,5
976,r9970_c156,5
977,r410_c161,5
978,r515_c161,4
979,r563_c161,5
980,r595_c161,5
981,r720_c161,5
982,r727_c161,5
983,r1146_c161,5
984,r1456_c161,5
985,r1525_c161,5
986,r1878_c161,5
987,r1895_c161,4
988,r2078_c161,1
989,r2134_c161,4
990,r2144_c161,5
991,r2458_c161,5
992,r2890_c161,3
993,r3087_c161,5
994,r3288_c161,5
995,r3489_c161,5
996,r3645_c161,5
997,r3811_c161,5
998,r3915_c161,5
999,r3952_c161,5
1000,r4027_c161,5
1001,r4195_c161,4
1002,r4280_c161,5
1003,r4519_c161,5
1004,r4863_c161,4
1005,r4876_c161,5
1006,r5013_c161,5
1007,r5319_c161,5
1008,r5348_c161,5
1009,r5383_c161,5
1010,r5400_c161,5
1011,r5677_c161,5
1012,r5768_c161,5
1013,r5817_c161,3
1014,r5874_c161,5
1015,r5938_c161,5
1016,r6096_c161,5
1017,r6341_c161,5
1018,r6789_c161,5
1019,r6915_c161,5
1020,r7239_c161,5
1021,r7261_c161,5
1022,r7335_c161,4
1023,r7420_c161,5
1024,r7608_c161,5
1025,r7757_c161,5
1026,r7846_c161,5
1027,r7878_c161,5
1028,r7912_c161,5
1029,r8345_c161,5
1030,r8359_c161,5
1031,r8480_c161,4
1032,r8575_c161,5
1033,r8717_c161,5
1034,r9093_c161,5
1035,r9095_c161,4
1036,r9177_c161,4
1037,r9304_c161,5
1038,r9691_c161,5
1039,r9916_c161,5
1040,r9930_c161,5
1041,r9939_c161,5
1042,r81_c171,4
1043,r410_c171,5
1044,r485_c171,4
1045,r515_c171,5
1046,r563_c171,4
1047,r595_c171,5
1048,r720_c171,5
1049,r727_c171,5
1050,r1435_c171,5
1051,r1456_c171,5
1052,r1525_c171,5
1053,r1878_c171,5
1054,r1895_c171,5
1055,r2078_c171,5
1056,r2134_c171,5
1057,r2144_c171,5
1058,r2526_c171,5
1059,r3069_c171,5
1060,r3087_c171,5
1061,r3130_c171,5
1062,r3288_c171,5
1063,r3489_c171,5
1064,r3811_c171,5
1065,r4195_c171,5
1066,r4519_c171,4
1067,r4863_c171,5
1068,r4876_c171,3
1069,r4898_c171,5
1070,r5013_c171,5
1071,r5319_c171,4
1072,r5348_c171,4
1073,r5400_c171,3
1074,r5566_c171,4
1075,r5677_c171,5
1076,r5768_c171,5
1077,r5889_c171,4
1078,r5938_c171,5
1079,r6789_c171,4
1080,r6915_c171,4
1081,r7420_c171,5
1082,r7757_c171,5
1083,r7846_c171,5
1084,r7912_c171,4
1085,r7983_c171,5
1086,r8288_c171,3
1087,r8480_c171,4
1088,r8575_c171,5
1089,r8717_c171,5
1090,r8991_c171,3
1091,r9102_c171,5
1092,r9138_c171,5
1093,r9157_c171,5
1094,r9304_c171,5
1095,r9691_c171,5
1096,r9916_c171,5
1097,r9930_c171,5
1098,r9939_c171,3
1099,r81_c176,5
1100,r410_c176,5
1101,r595_c176,3
1102,r727_c176,5
1103,r763_c176,5
1104,r1435_c176,5
1105,r1878_c176,5
1106,r1895_c176,3
1107,r2078_c176,5
1108,r2134_c176,5
1109,r2458_c176,5
1110,r2526_c176,5
1111,r3054_c176,4
1112,r3069_c176,5
1113,r3087_c176,3
1114,r3288_c176,5
1115,r3645_c176,5
1116,r3952_c176,5
1117,r4027_c176,5
1118,r4195_c176,5
1119,r4863_c176,4
1120,r4898_c176,5
1121,r5013_c176,3
1122,r5348_c176,4
1123,r5512_c176,5
1124,r5559_c176,3
1125,r5566_c176,5
1126,r5677_c176,5
1127,r5706_c176,5
1128,r5768_c176,5
1129,r5902_c176,5
1130,r5995_c176,5
1131,r6096_c176,4
1132,r6789_c176,5
1133,r7254_c176,3
1134,r7319_c176,5
1135,r7420_c176,5
1136,r7878_c176,5
1137,r7912_c176,5
1138,r7983_c176,5
1139,r8288_c176,5
1140,r8359_c176,5
1141,r8717_c176,5
1142,r8991_c176,5
1143,r9093_c176,5
1144,r9102_c176,5
1145,r9138_c176,5
1146,r9157_c176,5
1147,r9171_c176,5
1148,r9177_c176,3
1149,r9314_c176,5
1150,r9414_c176,5
1151,r9525_c176,5
1152,r9691_c176,5
1153,r9792_c176,5
1154,r9799_c176,5
1155,r9970_c176,5
1156,r81_c178,5
1157,r401_c178,5
1158,r410_c178,5
1159,r485_c178,5
1160,r515_c178,5
1161,r563_c178,5
1162,r720_c178,5
1163,r727_c178,5
1164,r763_c178,5
1165,r1146_c178,5
1166,r1456_c178,5
1167,r1878_c178,5
1168,r1895_c178,4
1169,r2078_c178,5
1170,r2144_c178,5
1171,r2178_c178,5
1172,r2340_c178,5
1173,r2526_c178,5
1174,r2890_c178,5
1175,r3054_c178,5
1176,r3069_c178,5
1177,r3130_c178,5
1178,r3489_c178,5
1179,r3645_c178,2
1180,r4195_c178,5
1181,r4280_c178,5
1182,r4519_c178,5
1183,r4876_c178,3
1184,r4898_c178,5
1185,r4995_c178,5
1186,r5013_c178,3
1187,r5348_c178,5
1188,r5512_c178,5
1189,r5559_c178,5
1190,r5566_c178,5
1191,r5677_c178,5
1192,r5706_c178,5
1193,r5889_c178,5
1194,r5995_c178,5
1195,r6096_c178,5
1196,r6341_c178,5
1197,r6789_c178,5
1198,r7239_c178,5
1199,r7319_c178,5
1200,r7335_c178,5
1201,r7846_c178,5
1202,r7878_c178,5
1203,r7983_c178,5
1204,r8288_c178,5
1205,r8345_c178,5
1206,r8359_c178,5
1207,r8480_c178,5
1208,r8717_c178,5
1209,r9093_c178,5
1210,r9095_c178,5
1211,r9138_c178,5
1212,r9157_c178,5
1213,r9171_c178,5
1214,r9304_c178,5
1215,r9525_c178,5
1216,r9691_c178,5
1217,r9916_c178,5
1218,r9939_c178,5
1219,r81_c184,5
1220,r401_c184,5
1221,r485_c184,3
1222,r515_c184,1
1223,r563_c184,3
1224,r595_c184,3
1225,r727_c184,5
1226,r763_c184,5
1227,r1146_c184,4
1228,r1435_c184,5
1229,r1878_c184,5
1230,r2134_c184,5
1231,r2144_c184,3
1232,r2178_c184,3
1233,r2340_c184,4
1234,r2458_c184,5
1235,r2526_c184,5
1236,r3069_c184,4
1237,r3130_c184,5
1238,r3811_c184,5
1239,r3952_c184,3
1240,r4195_c184,5
1241,r4863_c184,4
1242,r4995_c184,4
1243,r5013_c184,3
1244,r5348_c184,3
1245,r5512_c184,5
1246,r5559_c184,5
1247,r5706_c184,5
1248,r5768_c184,5
1249,r5817_c184,4
1250,r5889_c184,5
1251,r5902_c184,4
1252,r5938_c184,5
1253,r6789_c184,2
1254,r7319_c184,3
1255,r7335_c184,5
1256,r7420_c184,4
1257,r7608_c184,5
1258,r7846_c184,5
1259,r7878_c184,5
